clean_tweet,class
ima show my ass tonight i can feel it omgggg i was thinking the same shit bitch,1
rt always bro niggas get crazy in any weather rt this weather is trash odbut we gon get c,1
rt eating pussy ... makes sense. rt yall gotta grow up. food and sex go hand n hand.,1
rt if you ever had an abortion you got cemetery pussy omg lmao,1
he said we gon be paying a bitch rent im not even tryna buy her an extra sweet and sour sauce at mcdonalds,1
lmao mark is the only guy left there hes about to get some pussy,1
the people who work at those companies tend to be trash.,2
lol da only reason i cant talk bout da present is cuz my nicca hurt n aint played all yr,1
rt when an ugly bitch tells me to text her,1
rt fuck dat bitch,1
i want some cookies brownies and ice cream.,2
i be telling mcgirt music aint enough.you gotta have a non music related agenda.them crackers want to sell something with your face.,1
rt you cant be a hoe saying that another girls a hoe. your both hoes it cancels each other out.,1
tom brady is the biggest pussy in the nfl by far,1
rt look at all those fake ass fuck boy ass desperate for a ring ass trash ass fake ass fans out there,1
nigger you are bigger than i am. do you even rapersec ?,1
work nigga fuck work!! its friday bitches fuck friday!! all about saturday !!! tomorrow will be epic!!,1
when you aint had pussy in a hot minute...,1
dont ever be ashamed of who you are unless youre a hoe.,1
my nigga calls fat bitches porkers lmao,1
like fucc i got into it wit my mama ajay the damn lunch lady duddy montea lowkey amp some lit raggedy hoe all in one day,1
ugh hes mine bitches! hes mine amp mine only. thats my baby my man. just know amp be aware. thats me!,1
now the bitch tryin to do vids too? gurl sit cho ass down,1
these hos really be hatin on draya fine ass,1
i cant stand a snobby stuck up bitch,1
nationaldoughnutday bitch get at me,1
she burned that bitch,1
rt niggas passing up good girls for hoes.,1
rt we all know dumb bitches like this,1
rt i hate a i dont text first type bitch,1
adawg getcho ghetto booty up,1
kim kardashian look like a tranny with all that surgery,0
bush took times as many vacations.. republican teabaggers are pusses....wah,1
didnt know alberta had brampton bitches flourish,1
high then a bitch of them bong rips steady smoking gs with my nigga jorge,1
couldnt pull my nigga in ya wettest dreams hoe,1
spongebob out here beating bitches up,1
dont get on bro when bae textin another nigger,1
when its hot i wear whatever lol shit if could come out this bitch in briefs i would,1
and someone from my class is literally sitting across from me on the bus so i cant even call dad and bitch,1
this bitch lmao steve wilkos be goin on mfs,1
you know im not big on the nfl but im so sick of hearing all of this black and yellow shit. lol bandwagon fans and hell go packers!,2
i gt android dmt kno whats in that box my nig,1
bitch foh,1
rt nigga was smashing his hoe had his hoe paying for a condo and he still with her yep fucboy,1
playing a show in lutsen mn at pm today at papa charlies,2
rt you give these bitches the amex once they gonna act like a chilly snob and try to go get that cardigan,1
rt all the bitches who called me a hoe in high school got like kids now..,1
take that and shove it up your ass yankees derekjeter,1
rt happy birthday freshman faggots,0
and a prime leija would trash most of these dudes today!,2
big hair bitches gtgtgtgtgtgtgtgtgtgt,1
jihadi john has struck again. prayers with the victims families. what is the bounty on his head? time him meet allah,2
rt dont no nigga want no broke ass bitch but its crazy how a bitch will do all she can to better a broke ass nigga,1
lol cracker,1
rt thou shall have no type bad bitches is thee only thing thou shall like herassfat,1
rt lmaoooo rt white people lmaoo rt filth. rt when she says come get this pussy,1
why you gotta hoe me like that,1
eat my dick bitch,1
rt women think they are angels. so they be in denial about their own hoe actions. dont fall into their facade. see past the b,1
if fleek in yo vocabulary you a faggot,0
rosco would get jealous though. he a bitch,1
bc yall hoes,1
rt dont lie to me bitch im giving you my heart,1
cheer up charlie.,2
rt how many niggers are in my store? i kno youre stealing!,0
old fellas water froze in that funeral home. he got it unthawed and wants me to help get his pump going again that place spooks me man..boo,2
when the nigga with the aux cord playin some trash shit,1
and dont come to my mf house honking ur damn horn. get tf out the car amp ring my bell bitch.,1
bitch if im talker than you then youre short so stfu,1
rt hoes have no life,1
would you rather be a monkey or a gorilla? neither theyre both hairy! but if i had to choose a monkey. they...,2
nigga stop hatin bitches be feelin coolio b. n two if u think dem bitch made niggas got yo back u smokin big worm shit,1
stop lettin them messy hoes mess with your business.,1
rt i want a pet monkey,2
niggas be tryna fuck the next nigga bitch not knowing their bitch the next nigga bitch,1
rt this grown on your own shit is for the birds.,1
oh you little bitch you. you tryna hit the fair tho today or sometime this week? shit might be fun drunk,1
even they know you my bitch,1
paybacks a bitch and bitch youve been livin in debt with me,1
on my way to fuck ur bitch,1
rt good morning to you too sunshine! rt dirty bitch,1
you bitch .,1
rt i am a california state assemblywoman but remain a proud unionmember celebrating laborday weekend ho,2
lmaooo coley just whammmmed him add this to it swervee bitch,1
team sucks,2
rt you cant be ugly and a shitty fucking person. pick a struggle bitch.,1
i hate when people call me mate. were not in england you fucking twat,1
rt your voice mail little bitch ass nigga,1
rt you gotta have luuuuubeall ya really need is luuuube! dental dam yankees,1
can never follow bitches whos bios look like this,1
rt you got niggas amp i got bitches but i want you...,0
the chinks really hunting their food... rt dog shot with arrow in n.o. east,0
fuck you both bitches.,1
boutta walk out on these hoes,1
yo ugly ass eyes havin ass bitch,1
lol yeah birds be chirping outside. bastards.,1
have you ever thought a bitch was wet as fuck but woke up the next morning amp realized that she was just on her period?,1
pussy. its science. donaire via rachel spelling error,2
pantera minutes alone minutes pussy boy..ill crush you.,0
them hoes look good,1
if your wardrobe consist of mostly leggings yous a hoe guilty,1
tonight. my sole purpose is to be thoroughly intoxicated. night off and no class in the am. maybe i deserve it,2
rt today i told a woman that she was the quintessential embodiment of sexual femininity. how am i not drowning in pussy?,1
i have to be the taller older bitch,1
i swear ta god nigga all deses hoes want is a yrn ....,1
rt jamal is a fool first he called me a leprechaun then he said my heart cant be blue or purple. it gotta be yellow or,2
this bitch brought me my food and said surprise. thirsty bitch.,1
rt boats and hoes.,1
sebastian is high on cat nip rn,2
cant take u coons nowhere amp i mean nowhere,0
abed and i are gonna retire in florida and get all the bad bitches in the nursing home.,1
i said im a vagina but not a fag. who hasnt seen that movie?,1
i really only like like people in this town everyone else is a faggot me me me,1
looks over at oomf rt does pretending to have no bitches really work or nah?,1
bitch i got the beef links,1
rt shout out to the faggots who took a million and one selfies on my phone.,1
hey faggot spell faggot right you dipshit,1
i fucked the shit out yo bitch yesterday til she couldnt stand straight she called me earlier asking could she come and get a replay,1
photo ima boss ass bitch. turntup webad wepretty gayvegas rupaulsdragrace barb minaj...,1
this my dog telling me he is done playing frisbee for now.. lazy mutt,2
rt hehe hoe quotes,1
omer asik so trash on the offensive side of the floor dude real life murky doo doo water,2
you a hoe if you like gettin drunk,1
omfg you elitist bitch no one cares what you think! go fuck yourselves are you in china anyway?,1
these hoes always gone thot around to who ever give them attention at the time,1
imessage so trash,2
no one can take your woman. they can only take your hoe.,1
rt bitch we them boys,1
whatta you fags doin?,1
jim hogg county a dirt poor democrat leaning county.. hebronville is its seat. been there its a near ghetto,1
the solution is simple buy a bitch,1
cassie laine brunette slips off her lingerie and massages her wet pussy withoil,1
its a plane its a bird nah its just me doing laps around the dam. lol,2
rt bruh he threw that bitch,1
stupid bitch,1
rt that black pussy have nigga sayin anything ahsfreakshow,1
its just not the same littledebbie cloud cake are not twinkies!,2
......monkey look just like you!,2
rt been my main nigguh since digital camera selfies,0
no im pimping out you and those guys at the park playing bitch volleyball. hairychestsdoee,1
ummmmmm okay you got hoes from left to right do yah thang!,1
has transformed to a bad bitch. she can get the d,1
derrrrrrr st of all her songs are actually good compared to the other trash shes such a showman omg,2
rt when a bitch twerking on you in the club and you peep the change in her pocket,1
rt you like your lunch little boy? nah bitch look what im eating cause of you,1
cardinals score st. they lead in the top rd with birds on base. nlcs sfvsstl,2
man fuck these bitch ass niggas how yall doin?,1
i do not like talking to you faggot and i did but in a nicely way fag,0
i try to keep all my bitches on lay away same way i feel,1
im also looking to hire full time bitches,1
rt if youre gonna smoke weed then do you but alcohol is just stupid you faggots are getting more stupid drinking it,1
see my nig today somebody who understands the music like me !!,1
surrender of divinity conquerors of the apocalypse via gtoriental black metal hell!!,2
rt come get yo hoe,1
thanks little bitch,1
fuk dat bitch lol voice,1
is there a vending machine around this bitch im starvin,1
ariza is a snake and a coward but at least he isnt a cripple like your hero roach lmaoo,0
id rather sit alone than fuck w iffy bitches.,1
rt almost of children in balochistan have never been to school followed by in sindh in kp and in punjab.,2
msnbc the same msm who said blocking flights from africa is racist yea right no id no vote bitch gold digger,1
yeah! when you see him again.....that son of a bitch owes me money! tell him i been looking for him!,1
the world is yours n every bitch in it,1
rt shawty said you not gone understand america unless you went to a pwi school crackers already brainwashed her smh lol,0
rt chad you got all the hoes why are you texting me instead of your hoes,1
rt dese hoes be actin up,1
gabby is back bitches step aside,1
rt with me bitch.,1
rt bruh why am i always sooooooooooooooo tired but i never sleep im like a new species of retard no disrespect,1
likka downtown bitch at a secondline! rt man yeah thats ball game teddy bridgewater gettin in we hit,1
if a nigga phone broke best believe he only gon memorize his main bitch number or the bitch thats cash in him out number,1
decent trade for the yankees a proven veteran ichiro for some prospects,2
i would call you a bitch but thats frowned upon.,1
girl you eat mo pussy than me girl you shoulda been a nigga thats that jam,1
lt nudes are trash,2
her friends said i was shallow conceited and controlling. i grabbed her wrist and said never talk to those fat jealous bitches again!,1
rt to call martin baker an uncle tom and uppity because hes not siding with the majority pure ignorance....,2
im at home throwing up taking care of my kid. yet im a hoe? oh. oh okay.,1
youre really cool youre good at basketball. and your a zebra is this ?,2
rt if she got the chipotle plug cuff that hoe twitterlessalex,1
rt when you make a beat with a pencil in class and the teacher says keep making that trash ass beat and ill fail you ht,1
rt kanye was like... if any of you bitches even think about attacking me in the elevator,1
dont follow me and unfollow me you are retarded,1
rt i fucked ur bitch after i got bingo,1
gave a homeless guy a couple bucks today and didnt even say thank you just walked away ha okay!! ungreatful son of a bitch.,1
if im sharing my nigga with every other bitch why tf do i want him. he aint no longer special. the heck.,1
im glad i met this chick. reminds me the trash i left behind,2
laat zihni ozdil met rust jullie gemene trollen hoe durven jullie zijn mening in twijfel te nemen! zijn zegje is wet enkuchkuch. .water,2
kinda rt u mad friend?? rt fat fucking funky nasty ass hoes,1
my eye don got lazy reading and looking at u bitches flawged and lie all day,1
all that x rays no wonder the bitch got two heads ahsfreakshow,1
rt ariana is probably the next beyonce bitch if you dont back the fuck up,1
alice took advantage of me last night...... that bitch wont tonight!!!!!,1
so bobby bitch i had to body dis,1
bruh you studs keep thinking im soft as hell. ask ya girl how many times she screamed she was my bitch. oh okay. stfu. bye hoe!,1
rt slow rap voice that bitch can suck my dick faster rapping voice that bitch can suck my dick,1
me to caffenate me bitch because i dont know how to use daves coffee maker struggles cleadventures,1
i miss you!!! eating as we speak i miss you red bone and that cooking !!,2
rt getting called ugly by a bitch that use to idolize you. ohhhh well okay...,1
nappy headed hoes cant call anyone ugly stop embarrassing yourself pls,1
yo can i sublet your pussy shitfahdsays,1
with my best bitches,1
flappy bird is gonna be the death of me,2
where tf this bitch in the pink from? this hoe pointless,1
forgiato fest in dallas this year fuck yeah bitch,1
rt if i dont get drafted for the squad we gonna have some problems drop the faggot jesus,0
rt shout out to all the bitches who dont have to dress half naked to get a mans attention. stay classy!,1
oh no. its friday night the night all the bitches cheat.,1
i dont look like white trash. im not pregnant and gtfo. i have hella gas so say something.,1
my nig said he dont see the differences between pornos and monster ball.... my face,1
open her legs then filet mignon that pussy,1
rt this bitch is no help at all,1
so to dodge them niggas dont brag dont boast dont flash for hoes dont sag so low thats how u end uo in correctional like u answered wrong!!,1
rt apparently the current hair trend for hollywood bitches is to look like you lost a fight with a weed whacker.,1
rt ur a lil bitch if you dont have your read receipt on shady,1
are pet guinea pig is about to die this fucking blows,1
rt in the fashion world urban definitely means stolen from black people its ghetto on us and urban on them haha,2
but shawty you not a bitch you the one i get money wid,1
looks like a tool but is useful as a clay hammer fag,2
i wan do a mixtape... pussy an cinnamon rolls,1
hugs or kisses? hugs. it gives you a warm fuzzy feeling.,2
rt half of it will be about how you became ghetto in compton.,1
ive got everybody skurting these hoes,1
wifey had the hoes back then,1
day juan at the jim and im in total bitch mode for hopefully a week. ty,1
bad ass bitch!,1
rt to fez your nipples couldnt be covered by two trash can lids.,1
right okay bitch,1
rt rick james bitch,1
rt how many hoes do i have ? z e r o o o o . .,1
daniel theres no cow tipping and hoe downs in jackson... this city living lol,2
rt tired of little bitches messing with your plants? get your own gangster gladys,1
i like tweeting you like this. .. wen yu aint talking to all yo hoes!!! i be like...... ill wait.,1
hell naw bitch no help!,1
i got my eyes on this red bone,2
rt bitch think she know everything ha.,1
those little isis faggots usually have bags over their heads anyway. makes bullet placement interesting thru a scope.,0
rt liberal head explosion ww navajo code talkers appear in redskins jackets. redskins,2
just touch down in jamaica tryna smoke two acres . send a nigguh to his makerr,1
its true that the early bird.. gets the worm first!,2
rt rich dollaz always trynna snatch a bitch. like he a bitch,1
rt yall niggas aint low tho. yall really be comin at these bitches on here then when they curve u u act like u was playing,1
im like rashad and i did her like when he found out the ghetto truth about newnew,1
rt che wigga! rt if she puts up with you its because she loves you now make it worth her whileamp love her back,2
she just wanna run around the city and make memories that she can barely remember and id allow her talk about pussy power.,1
freeze bitch,1
rt the fuuuck happened to her ? rt. aint nothin worse than a bad bitch that lost it,1
twitter is for fags.,0
i got my mind on my money all i needs a bad bitch so i can ride round the city and spend this cash with,1
this bitch,1
im about to cool faggot chill tf is cool nigga,1
rt niqqas talk more then bitches these days.,1
aye sae en feeld kawkin dyke,1
you know what your doing when you favorite a tweet tryna cheat ass bitch haha,1
talking angela is a hoe,1
i live in constant fear of being shit on by a bird well this actually fucking happened to me before sooooo.,1
rt when will you guys leave that childish pussy alone? get that sophisticated pussy.,1
porcha grandma really like a nig for real i should have tried to hollar fo real,1
fosters home for imaginary trash whoa chill that show was everything tf,2
exception for gilda radner that bitch was funny,1
rt im a cool ass nigga lbs..its rare if a mf dont like me..nigga you either hating or mad cus yo bitch choosing,1
on westside im screamin fuck kd bitch!!,1
rt top lies girls tell on twitter . my dms dont work . why is my twitter unfollowing people . im not a hoe,1
these hoes aint got nothing on ya,1
she sharing her hoe... she know though.. at least i hope she do. lmao!,1
show a lotta love to my sisters tho but these bitches so predictable. im in trouble,1
you really seem to love sandusky. weirdo. ur a creepy ass cracker!,0
cuz ur a bird bitch,1
give me head and kiss to nigga you a eww bitch,1
rt i say nigger with love,1
lol i followed the bitch just so i can unfollow her cause she talkin shit shit away with her two,1
its only am here but im about to pour up some pineapple ciroc amp blast this future mixtape at maximum levels because bitch im in vegas,1
rt when a hoe gets too friendly with bae,1
rt friday pm vivek balk bengali harlem amp the lost histories of south asian america,2
i am currently using a yellow marker that is literally called spanish orange for this drawing of absolute perfection.,2
grow up bitch they was cute,1
hey teabagger the benghazi thing is a joke. benghazis under bush no hearings. more on benghazi than real attack,2
when you see the bitch that been talking smack about you in the playground,1
now da heat fans bacc yall niccas kill me aint tweeted shit all damn game,1
rt just got in flappy bird holy shit,1
im from the you already know bout to bust a flow on this bitch hoe names miguel is chillin with my nigga tono,1
a nigga who gets alot of bitches is not gonna value you like someone else would youre just another one lol. cut that out,1
curly girls is where its at and you bitches need to get with it,1
jihadis claim to have shot an iraq army mi attack helicopter in beji amp identify its pilot by name rank,2
you got that pussy nigga disease aint no curing ya,1
i gotta keep my hoes on private.,1
happy birthday hoe!!! ill always love you even if we go a year without talking bc youre petty youre still my sister,1
rt everyone pray for my brother nothin wrong with him he just a bitch lmaoo,1
im looking for a reason to really spazz on a bitch never my lady but....a bitch none the less lol,1
my sister shittin on you hos once again wodeh bout dat action,1
rt hello you are now official big time pussy,1
yes im white washed because i dont go around repping my hood and saying a bunch of ignorant nig terms.,0
rt i choose to fuck all these bitches not because theyre easy but because im hard presidentialpounding,1
you can expect me to be a total bitch towards you now yet again.,1
is wayne brady gonna have to smack a bitch?,1
dave chappelle turned into a beast! he wishes someone would tell him im rick james bitch so he can whoop that ass!,1
sorry fo da rant. it make me mad and ashamed to be colored. i wish i be white so yall would like me,0
keeping these hoes happy,1
rt happy birthday cotton picker lol,2
rt on the east coast theres colored hair everywhere. this must be the sweetest wave ever.,2
these hoes everybody hoes lol go at any bitch bet u get her easy !,1
yeah your eyebrows on point but is ya pussy clean?,1
he called me just to say he was deleting my number.... bitch please.,1
bitches like u be proving my point u speak on shit u know nothing about i got a fucking at studio movie grill just stfu,1
pops interviews remain warm and fuzzy.,2
hes a better trainer jillian really acts like a bitch sometimes!,1
rt if this nigga kanye took kim k to wendys this means yall regular hoes dont deserve them dates,1
twinkies are so unfilling. which is odd because they are filled,2
if you aint sucking dick why you sitting there with puckered lips? thats collagen muhfuckin bitch,1
rt bitch you guessed it,1
fuck u bitch,1
i swear that hoe b trying it...,1
and i believe we all evolved or whatnot but i find it hard to believe that we all came from apes,2
loveem and hate em... big booty bitches.,1
flaming faggots that publicly state how they want everything handed to them... like fuck you dude get off your bottom ass and do something,0
rt rt lawd jesus this cant be real to ghetto to be real lol,1
forget resting bitch face the next hot new trend will be resting drunk face.,1
rt youre a faggot if you ever had the kim possible bbm notification,1
rt i need a bitch,1
holyspirit joshua every place that the sole of your foot shall tread upon that have i given unto you as i said unto moses.,2
gay ass nigga bitch you thought you thought,0
damn they act like bron tore his acl! toughen up bitch! lol,1
fuck you niggah im cold amp my aunts said no more throwing people in so im going to take a shower,1
lol that tweet zebra.,2
this bitch is earning figures for shaking ass? im so done,1
rt i just wanna be drunk on stage going ham in that bitch,1
nigga madison playing some bitch ass white boys thats going to harvard on law scholarship play crazy,1
lol i dont got nothin against nobody witta man. im just sayin summa these hoes be lyingggggg,1
this bitch isnt pretty? shes just showing off her body in pictures. shes nasty.,1
the niggas on twitter like i eat pussy and yada yada is the niggas with stis and shit,1
rt when a dyke get pregnant by mistake gtgtgtgtgt,1
rt if youve been though what ive been through you would have turned into a heartless bitch by now but im stronger amp bet,1
this being too sick to function is for the birds ! i was starting to feel slightly better earliernow i feel like death again!,2
when bitches get inches they be like.,1
yo nig your a cheeseball.,1
ima pull up eat on that pussy and dip,1
pillow talkin to bitches i see her she bad but nigga she basic!,1
yall be like.. i want a love like rashad amp new new... shit yall already got one. lying about who you are ass hoes lmao,1
who takes mid from the best midlaner na??? fuckin solo q fags.,0
say its all about the hoes when its all about ou even when im with my hoes i tell em all about you,1
im trying to come back as a fine ass bitch next lifetime....,1
what that bitch tryna say,1
but is not even a blogger. he doesnt have the moxy or credentials to do anything by himself and create a brand.,2
lmao wack ass rappers stay mad make better music then little bitch. rt get on the suck my dick list,1
yeah but sting was already a proven draw. this is apples and oranges. he signs people with the sole purpose of burying them.,2
its degrees and this bitch has a stuffed animal wrapped around her neck onlyattheducksgame,1
see why these pussies need their guns!,1
rt so yall just gone look past the fact that this bitch sucking a dick cause her edges laid? i swear hate you bitches,1
im a broke hoes dream rich girls cream !,1
who the hell is gonna buy your shit when your dirty panties and trash are clearly in the background of the picture,1
good morning to lightskin dyke bitches with steven segal ponytails.,0
would you be interested in some eggplant? rt twerk on me,2
i can be very vengeful. dont be a cunt.,1
notice i dont make music for niggas that dont get pussy.drake lordknows,1
bitches dont even go out to have fun anymore they just go out to tweet about the function and to take pics wit other bitches,1
rt for a hdm everybody block bitches too,1
rt ill be that bitch today,1
he called a nigger,1
bow down bitches bow down bitchess,1
rt im so fucking done with i fucking hate you guys and your insurance policy is trash and omg square the fuck up,1
chick got a man but no edges. niggas got hoes but no diploma . damn,1
fuck that shit im out this bitch,1
im old school ill smack a bitch,1
same here nigga the minute it dropped i got it. fuck with our team bitch,1
french word for potato translates as earth apple. banana is long yellow tree apple. submarines are big wet hollow kaboom apple.,2
rt my tbt i learn the english from that jabroni big bird but i break his fucking neck,1
bitch your yuck,1
nope never taken neighbors actual stuff. just wifi. acct info in their trash cans at am. super easy.,2
iraq gov troops were handed a severe defeat by isis at saqlawiya theres chatter of over soldiers lost amp jihadis raving about it,2
niggas be like when they see they side bitch cashin another nigga hello mutha fucka.......,1
bitch ill fuck you up,1
fucked the shit out yo bitch earlier she said she couldnt stand straight,1
bitch looks like spongebob,1
sometimes i wish i had a cute pet monkey but then i remember it would probably defecate everywhere beat me up and destroy my house.,2
rt if i had a dollar for every bobby pin ive lost id be one rich bitch,1
rt when a bad bitch asks you to come over,1
i just got so hype haha lets go!!!! beat the shit out dat pussy ass niqqa,1
basically were mad at them for being hoes,1
cant trust these bitches. and these niggas either.,1
and getting pedicures bitching bout their ex and going tanning is something a bitch does,1
rt incase any hillbillies try to roast...,2
your teeth are like the stars. aww thanks! yeah... yellow and far away from each other.,2
amp you might not get ya bitch back amp thats that,1
hoe meter went off!,1
happppppy birthdayyyy lol . niggahs is really in this bitch .,0
rt lets go yankees,2
rt the ghetto if ud wins tonight,2
you mean the one i colored with crayons isnt copacetic?,2
nigga i really dont give a flying fuck but if u wanna talk shit then back your words up and scratch stop being a little bitch,1
these bitches is running out of tricks pimping. barely catching my attention.,1
and mad hoes you can ask beavis i get nothing butthead,1
yall hoes avoid schemes,1
rt gabbys a bitch amp made jackie make the tea packet first.,1
its gonna bring it down though unless its turning into a welt already like a bubble wit pussy. gotta pop it an itll be gone,1
rt found cheese cracker sandwiches in the cabinet a year expired. ate them anyway. if i die tonight these will be the worst l,2
go get that sum bitch,1
lol stupid ass bitch i dont fuck w you,1
i read a black man tweet hot sauce is trash amp watermelon is overrated. i cant deal,2
thanks for saying hi today bitch!!,1
rt another movie thats gonna make you question your bitch,1
where have you been hoe,1
rt you got hoes i got niggas.,1
lol you being a cunt,1
youre a fucking faggot.,0
rt lmfaooo this bitch tongue longer than some niggas dicks,1
atlanta niggas bay niggas gotta chill. rt im shitting on you hoes.,1
rt fixitjesus this bitch is the nugget filling at mcdonalds,1
rt the wicked witch of the east is done!!!! now send that vile bitch to syria,1
rt this kid is wearing huf socks and a dont sweat my swag sweatshirt. and im like leave some pussy for the rest of us dude,1
rt main bitches saying i hate a send me a pic ass nigga be answering every single one of dj ricearonis request,1
rt a year old girl once struck out babe ruth and lou gehrig back to back and was banned from baseball for it yankees,2
okay so i know im like ten years late but i freaking hate ana sofia from lost fuck that dumb bitch wtf is her problem,1
shuddup hoe,1
a squad of dyke cholas fear nobody. they worse than the cartel,2
rt surprising how big of a pussy hulk is. bravschi,1
rt when you sitting next ya girl and ya side bitch text you hey babe,1
twitter is twitter bitch twitter is life,1
charlie daniels couldve done a better job! mnf,2
she told me trust no bitches and watch yo homies,1
rt when the rosecolored glasses come off and you still want to be there true love happens.,2
niggers,0
chris stop your angry bird spitting n dana go hail ur racial tendicies u didnt infor carter rt n u never talk abt him,2
damn hoe.. you so ugly even hello kitty said goodbye.,0
turn the entire fuck up hoes!!!!,1
naturally when a shitty leftist rag talks trash about another shitty leftist rag you better fall in line. or youre out of the club. crw,1
glad you brought that kid home but he fucked up and should face the ucmj. dont care about taliban pussies really.,1
pornandroidiphoneipadsexxxx hairy hairy pussy,1
at the end of the day they call yo dumb ass monkey pickananny hoe. but u luv them white devils,0
she feelin a young niggah,1
bitch firstly its resting on my titties and secondly if u was paying attention youd have seen when i said i rolled into it,1
bitch im on bitch im on my griiind thug luuuuuuv,1
crystal star leggy and playful babe crystal star spreads her pussy foryou,1
how about you me bitch,1
my problem is i got a strong idgaf attitude. ion show no feelings to these pussy mfs,1
i sho do miss my uncle tom,2
i been getting money i aint worried bout a hoe,1
instagram have you looking at motherfuckers like who the fuck does this bitchnigga think shehe isss??,1
rt martin short on conan oct with your yellow skin and red hair you look like a pencil.,2
rt dumb bitch,1
rt if this was high school er body catch as hoe lmao,1
cant worry about a bitch that aint worried bout me real,1
i love to eat pussy! love investment,1
warriors aint winning shit if curry keep playin like a bitch,1
rt if ya chick always getting into it wit other bitches u gotta tell her that shit aint fly and its costly,1
update three arrsted after german gay guy left in critical condition after being fag bashed in belgrade,1
rt you value yourself because someone gave you a title. i value myself because bitch im clutch. i win.,1
rt paybacks a bitch it really is!,1
bros before hoes not bros over your girlfriend...,1
i just want some oreos amp milk honestly. just stop by the store amp pick up some on your way back lol,2
rt so cute! rt shy bunny...,2
tell them skinny hoes bounce bring them thick bitches back,1
rt one loyal girlfriend is worth more than a hundred hoes.,1
rt this bitch...,1
pollos a last dos pollos estaban dando vueltas en una pollera mientras los estaban cocinando a last cuando...,2
them aint the bitches im talkin bout aint no jungle fever over there lol,1
not in the business of submitting to no bitch bruh bruh.,1
she said she dont like the fact that i smoke cigarettes. well sorry mrs.ladybitch i dont like the fact that youre a hoe,1
rt youre all pussies. only men throw whammers in their assholes,1
niggas are jus like btchs talking bout a hoe then right back in her face dnt come to me talking bout nan hoe if you gne b right back fwher,1
rt hoes be like im a virgin.,1
boney as shit right i seen em walking down the street ctfu i was in the crib tho! he a lucky nig.,1
and you know best about the bird moves...!!!,2
. you still fucn ya ex?na that bitch corny,1
i didnt even get to see my baby today. smh its all my moms fault. selfish bitch.,1
rt what i really want is some brownies from hampr iced latte my boy and a blanket w movies. that sounds prettttttty amazi,2
hey. . dont be like a stupid white bitch in some horror movie asks america to hide from isis behind some chainsaws. mkay?,0
practically anything thats colored red often contain red pigments extracted from the female coccus costa or cochineal insect.,2
bitch i wouldnt eat yah pussy wit another nigga tongue,1
high school is tough for everyone. grow the fuck up and stop being a little bitch. that should be a tag line for my new speaking tour,1
rt when tupac said i aint a killer but dont push me revenge is the sweetest joy next to getting pussy,1
interested. just wanted to see a better pic of the soles,2
the bitch is freeee!!!! d,1
ltltltltltltwhen bitches be doing too much on twitter,1
i wish you were here... stop crying bitch im omw back already haha,1
guy tweets i wanna eat some pussy follower replies facts! girl tweets i wanna suck some dick follower replies hoe!!! not fair,1
lol that hoe for yr old,1
why do bitches come to school wearing stripper heels to school makes no sense!!,1
rt hoes quick to say they can fuck somebody else bf but what does that do for you but make you look bad? want a cookie?,1
lol lil bitch,1
niggas is straight hoes bruh ima stop fuckin with em,1
all bitches do is graduate get pregnant n become cnas,1
this lil thot bitch really tried to run game on me,1
well they do now haha rt i just think these bitches are confused. like im wife. theyaintknow?! lol,1
its so wonderful when you meet a dude thats not a bitch ass nigga these days,1
rt can you cunts go seconds without talking about weed,1
when my teacher says basic algebra i think of basic bitches,1
rt but let a ngga ask a chick to give him some money.. how yall hoes say it swerve thats how you make her stay or leave.,1
you didnt even catch it pussy,1
imma hit the ground work in the pussy she gone come back everytime,1
ur a boss ass bitch,1
i rather watch the oak cliff redskins and oak cliff comets play hell,2
rt flirting with bitches on twitter like,1
rt they renamed that bitch the yacht club,1
watch we salute the vets tuesday jihadi bitch slaying mk ms fired at taliban cockroaches during firefight,1
bitch answer my calls,1
ive been sleeping with my mom for the past few weeks and i swear this bitch is having sex dreams or something always moaning in her sleep,1
i wnna go to ihop bitch,1
rt whos to blame for the yankees underperformance this year? the umps? management? the ebola outbreak?...how bout the player,2
on upenn campus all the black chicks here are trash but theyre gonna be paid,0
i hate a extra ass bitch or an extra ass nigga . youre doing too much just stop . its unnecessary .,1
me gusta typing like a retard to make the other person look dumber by pretending to agree with them bazinga,0
nothing like waiting till the last game of the season to peddle it shit website heeb,1
a relationship is only made for two.. but some bitches dont know how to count.amen to that!,1
what i hate about edm festivals is the people who bitch about the line up. stfu,1
rt eugene come watch me run circles round the rap game like my name was chip kelly in this bitch h,1
this guy is nits i learn new things every day u the only one still talkin bout jim crow. there go that republican hypocrisy,2
a pussy a day keeps the devil away,1
bitches so late ion exposed,1
this nigguh got somebody contact as ebola lol,1
supporters of officer darren wilson rally in st louis ferguson kkk tcot tpot teabaggers teaparty,2
is this napk bitch retarded or stupid wtf would you request me didnt she read my bio its pretty,1
im seventeen years old with a government job ask me if i give two fucks about the next bitch,1
rt im pretty sure just called that dude a faggot,1
rt i dont like bitch niggaz and they dont like me boss up,1
ive got a birds eye view of all the secrets you keep.,2
hells yeah fuckin sick ass bitch,1
i went to jail for a flock amp came home wit a strike.. you went to jail as a bitch came home as a dike,1
dats y i dont argue wit dese bitches lol,1
their salsa negro is awesome...,2
fighting on the internet is like competing in the special olympics even if you win youre still retarded.,1
